IP,THR,AC,PSS
140.115.50.40,0.0,14,1708.85714286
140.115.50.43,0.0,17,48.7058823529
140.115.50.44,0,0,0
140.115.50.48,0.0,24,595.708333333
140.115.50.49,0.0,9,3263.11111111
140.115.50.50,0.269097222222,61,488.491803279
140.115.50.51,0.0,26,35.3846153846
140.115.50.52,0.0,6,38.3333333333
140.115.50.56,0.0,27,469.518518519
140.115.50.59,0.0,71,97.3521126761
140.115.50.62,0.0,22,35.5454545455
140.115.50.65,0.0,24,36.4166666667
140.115.50.71,0.0,5,104.8
140.115.50.74,0.00694444444444,20,32.2
140.115.50.75,0.0208333333333,8,551.625
140.115.50.83,0.0104166666667,22,39.7272727273
140.115.50.86,0,0,0
140.115.50.98,0.0,19,36.3157894737
140.115.50.99,0.233333333333,60,3008.96666667
140.115.51.10,0.0,1,46.0
140.115.51.100,0.0208333333333,33,2665.06060606
140.115.51.105,0,0,0
140.115.51.11,0.0,4,597.0
140.115.51.111,0.0,40,114.5
140.115.51.116,0.0104166666667,27,768.259259259
140.115.51.117,0.0104166666667,24,34.0416666667
140.115.51.118,0,0,0
140.115.51.119,0,0,0
140.115.51.128,0,0,0
140.115.51.134,0.0381944444444,31,2087.29032258
140.115.51.136,0.00520833333333,26,1128.0
140.115.51.141,0.0,7,76.2857142857
140.115.51.142,0.0,22,31.3636363636
140.115.51.144,0,0,0
140.115.51.147,0.0,6,1440.0
140.115.51.148,0.0,1,2217.0
140.115.51.16,0.0104166666667,27,42.8148148148
140.115.51.167,0.0431051587302,58,475.396551724
140.115.51.17,0,0,0
140.115.51.174,0.0,27,34.0740740741
140.115.51.175,0.0208333333333,7,2843.57142857
140.115.51.176,0.0,6,2858.0
140.115.51.181,0.0,1,2783.0
140.115.51.191,0.00416666666667,33,393.090909091
140.115.51.196,0,0,0
140.115.51.197,0.0,22,33.4545454545
140.115.51.198,0.0,11,648.818181818
140.115.51.2,0.0,1,691.0
140.115.51.200,0.0,26,412.230769231
140.115.51.210,0.0,5,1562.6
140.115.51.214,0.113401124339,96,119.625
140.115.51.215,0.0266203703704,62,233.548387097
140.115.51.216,0.0371527777778,26,179.076923077
140.115.51.220,0,0,0
140.115.51.222,0.0,18,200.111111111
140.115.51.224,0.0,25,34.96
140.115.51.232,0.0795634920635,74,418.445945946
140.115.51.233,0.0,23,100.608695652
140.115.51.234,0,0,0
140.115.51.235,0.0,26,37.1538461538
140.115.51.238,0.0,22,37.6363636364
140.115.51.249,0.0,18,33.2222222222
140.115.51.26,0.0,29,28.5517241379
140.115.51.27,0.0104166666667,7,1006.85714286
140.115.51.3,0.0,1,2099.0
140.115.51.30,0.0,21,32.8571428571
140.115.51.32,0.0104166666667,37,213.675675676
140.115.51.34,0.0,23,30.0
140.115.51.35,0.0,25,31.28
140.115.51.38,0.0,25,33.12
140.115.51.41,0.0,19,38.7368421053
140.115.51.51,0,0,0
140.115.51.61,0,0,0
140.115.51.66,0.0208333333333,5,1069.4
140.115.51.71,0.0,6,210.5
140.115.51.75,0,0,0
140.115.51.78,0.0,22,35.5454545455
140.115.51.86,0.0,6,38.3333333333
140.115.51.87,0.00694444444444,28,1954.0
140.115.51.93,0.0,1,152.0
140.115.51.94,0.0,1,2340.0
140.115.52.108,0.00347222222222,35,48.4285714286
140.115.52.112,0,0,0
140.115.52.113,0.0659722222222,35,364.457142857
140.115.52.114,0.00694444444444,8,2032.625
140.115.52.117,0.0,7,154.714285714
140.115.52.12,0,0,0
140.115.52.123,0.0,25,870.84
140.115.52.126,0.0,25,29.44
140.115.52.127,0.0111111111111,58,244.344827586
140.115.52.13,0.0,21,35.0476190476
140.115.52.15,0.0104166666667,29,1955.82758621
140.115.52.162,0.0,22,440.0
140.115.52.165,0.0,22,35.5454545455
140.115.52.176,0,0,0
140.115.52.178,0.100694444444,16,1081.0625
140.115.52.179,0,0,0
140.115.52.180,0.0,21,66.7619047619
140.115.52.181,0.0,20,202.95
140.115.52.185,0,0,0
140.115.52.188,0.0104166666667,24,32.5833333333
140.115.52.19,0.0,24,34.5
140.115.52.190,0.0,89,62.4269662921
140.115.52.193,0.0,21,32.8571428571
140.115.52.194,0.0,14,32.8571428571
140.115.52.2,0.0,23,176.347826087
140.115.52.20,0.0208333333333,24,38.3333333333
140.115.52.21,0.0,23,36.0
140.115.52.23,0.0,21,39.4285714286
140.115.52.27,0.0,22,37.6363636364
140.115.52.3,0.0,27,34.0740740741
140.115.52.31,0.0,22,984.318181818
140.115.52.32,0,0,0
140.115.52.37,0,0,0
140.115.52.4,0.0,2,1037.5
140.115.52.40,0,0,0
140.115.52.48,0.0,27,129.259259259
140.115.52.51,0,0,0
140.115.52.52,0.0,3,1912.33333333
140.115.52.6,0.0,19,38.7368421053
140.115.52.60,0.0,1,2183.0
140.115.52.74,0.00122549019608,76,50.1052631579
140.115.52.78,0.0208333333333,21,30.6666666667
140.115.52.88,0,0,0
140.115.52.9,0.0,26,31.8461538462
140.115.52.95,0.0208333333333,30,33.7333333333
140.115.53.100,0,0,0
140.115.53.104,0.0,26,35.3846153846
140.115.53.107,0.0,20,34.5
140.115.53.108,0,0,0
140.115.53.109,0.0,24,26.8333333333
140.115.53.111,0.0,22,33.4545454545
140.115.53.113,0.0,11,45.4545454545
140.115.53.114,0.0,19,33.8947368421
140.115.53.115,0.0,22,33.4545454545
140.115.53.117,0.0,15,24.5333333333
140.115.53.120,0.0,19,33.8947368421
140.115.53.121,0.0,26,30.0769230769
140.115.53.130,0.0,1,302.0
140.115.53.131,0.0,5,15.2
140.115.53.132,0.0,1,98.0
140.115.53.135,0.0,19,219.0
140.115.53.137,0.0,21,30.6666666667
140.115.53.138,0,0,0
140.115.53.141,0,0,0
140.115.53.142,0.0,20,34.5
140.115.53.154,0.0,24,30.6666666667
140.115.53.155,0.0104166666667,22,242.818181818
140.115.53.158,0.0,20,267.65
140.115.53.159,0,0,0
140.115.53.222,0,0,0
140.115.53.223,0,0,0
140.115.53.224,0.0,9,46.0
140.115.53.225,0.0,12,42.1666666667
140.115.53.226,0.0,22,35.5454545455
140.115.53.230,0,0,0
140.115.53.236,0,0,0
140.115.53.45,0.0,24,38.3333333333
140.115.53.46,0.0,22,31.3636363636
140.115.53.47,0.0,20,27.6
140.115.53.50,0.0,8,479.375
140.115.53.59,0.423611111111,29,146412.303448
140.115.53.64,0,0,0
140.115.53.65,0.0979166666667,57,1761.07017544
140.115.53.66,0.0,24,30.6666666667
140.115.53.67,0.0,25,38.64
140.115.53.68,0,0,0
140.115.53.80,0.0,7,401.571428571
140.115.53.85,0.0208333333333,17,1102.88235294
140.115.53.90,0.0,28,29.5714285714
140.115.53.92,0.0104166666667,37,29.8378378378
140.115.53.94,0.0,23,36.0
140.115.53.95,0.0,19,31.4736842105
140.115.53.98,0.0,23,34.0
140.115.53.99,0.0,18,30.6666666667
