IP,THR,AC,PSS
140.115.52.113,0.0173611111111,26,224.615384615
140.115.52.114,0.0358796296296,31,201.580645161
140.115.52.117,0,0,0
140.115.52.12,0,0,0
140.115.52.123,0.0,20,774.2
140.115.52.126,0.0,19,26.6315789474
140.115.52.127,0.0729910714286,76,380.618421053
140.115.52.13,0.0,10,41.4
140.115.52.15,0.0,25,1672.56
140.115.52.162,0.0,19,1103.36842105
140.115.52.165,0.0,16,28.75
140.115.52.176,0,0,0
140.115.52.178,0.0,9,740.222222222
140.115.52.179,0.0,1,1863.0
140.115.52.180,0.0,24,93.625
140.115.52.181,0.0,12,208.083333333
140.115.52.185,0,0,0
140.115.52.188,0.0,12,49.8333333333
140.115.52.19,0.0,15,39.8666666667
140.115.52.190,0.0,36,297.666666667
140.115.52.193,0.0,17,37.8823529412
140.115.52.194,0.0,9,40.8888888889
140.115.52.2,0.0,22,371.772727273
140.115.52.20,0.0,16,37.375
140.115.52.21,0.00694444444444,16,34.5
140.115.52.23,0.0,18,35.7777777778
140.115.52.27,0.0,17,40.5882352941
140.115.52.3,0.0,12,38.3333333333
140.115.52.31,0.0,9,346.111111111
140.115.52.32,0,0,0
140.115.52.37,0,0,0
140.115.52.4,0,0,0
140.115.52.40,0,0,0
140.115.52.48,0.0,23,73.4782608696
140.115.52.51,0,0,0
140.115.52.52,0.0,1,2510.0
140.115.52.6,0.0,20,43.7
140.115.52.60,0.0,1,138.0
140.115.52.74,0.0,37,158.135135135
140.115.52.78,0,0,0
140.115.52.88,0,0,0
140.115.52.9,0.0,20,39.1
140.115.52.95,0.0,17,32.4705882353
140.115.53.100,0,0,0
140.115.53.104,0.0,17,40.5882352941
140.115.53.107,0.0,15,33.7333333333
140.115.53.108,0.0768683862434,109,137.568807339
140.115.53.109,0.0,11,41.8181818182
140.115.53.111,0.0,19,31.4736842105
140.115.53.113,0.0,19,36.8421052632
140.115.53.114,0.0,16,37.375
140.115.53.115,0.0,19,38.7368421053
140.115.53.117,0.0,17,35.1764705882
140.115.53.120,0,0,0
140.115.53.121,0.0,18,40.8888888889
140.115.53.130,0,0,0
140.115.53.131,0,0,0
140.115.53.132,0,0,0
140.115.53.135,0.0,23,223.391304348
140.115.53.137,0.0,7,39.4285714286
140.115.53.138,0,0,0
140.115.53.141,0.0,1,46.0
140.115.53.142,0.0,12,38.3333333333
140.115.53.154,0.0,17,35.1764705882
140.115.53.155,0.0,22,570.045454545
140.115.53.158,0.0,15,358.6
140.115.53.159,0.0,1,46.0
140.115.53.222,0,0,0
140.115.53.223,0,0,0
140.115.53.224,0,0,0
140.115.53.225,0.0,2,46.0
140.115.53.226,0.0,12,26.8333333333
140.115.53.230,0,0,0
140.115.53.236,0,0,0
140.115.53.45,0.0,13,38.9230769231
140.115.53.46,0.0,13,42.4615384615
140.115.53.47,0.0,15,42.9333333333
140.115.53.50,0.0,11,992.727272727
140.115.53.59,0.0,20,568.4
140.115.53.64,0,0,0
140.115.53.65,0.015625,38,1217.05263158
140.115.53.66,0.0,15,33.7333333333
140.115.53.67,0.0,16,37.375
140.115.53.68,0,0,0
140.115.53.80,0.0,11,796.545454545
140.115.53.85,0.0,12,1049.5
140.115.53.90,0.0,15,36.8
140.115.53.92,0.0104166666667,27,37.4814814815
140.115.53.94,0.0,24,32.5833333333
140.115.53.95,0.0,19,33.8947368421
140.115.53.98,0.0,18,40.8888888889
140.115.53.99,0.0,19,41.1578947368
