IP,THR,AC,PSS
140.115.51.175,0.0,8,2413.375
140.115.51.176,0.0,7,4184.14285714
140.115.51.181,0.0,1,1762.0
140.115.51.191,0.00520833333333,22,488.5
140.115.51.196,0,0,0
140.115.51.197,0.0,17,40.5882352941
140.115.51.198,0.0,9,793.0
140.115.51.2,0,0,0
140.115.51.200,0.00520833333333,21,1883.14285714
140.115.51.210,0.0,6,2708.33333333
140.115.51.214,0.0121527777778,33,186.303030303
140.115.51.215,0.0225694444444,32,208.78125
140.115.51.216,0,0,0
140.115.51.220,0,0,0
140.115.51.222,0.0,18,244.555555556
140.115.51.224,0.0208333333333,18,38.3333333333
140.115.51.232,0.0399305555556,47,204.680851064
140.115.51.233,0.0,23,32.0
140.115.51.234,0,0,0
140.115.51.235,0.0,23,38.0
140.115.51.238,0.0,20,36.8
140.115.51.249,0.0,19,33.8947368421
140.115.51.26,0.0,16,34.5
140.115.51.27,0.0,6,656.666666667
140.115.51.3,0.0,1,5188.0
140.115.51.30,0.0,18,33.2222222222
140.115.51.32,0.0104166666667,45,247.111111111
140.115.51.34,0.0347222222222,18,53.6666666667
140.115.51.35,0.0,17,35.1764705882
140.115.51.38,0.0,18,33.2222222222
140.115.51.41,0.0,10,36.8
140.115.51.51,0,0,0
140.115.51.61,0,0,0
140.115.51.66,0.0,8,460.75
140.115.51.71,0.00520833333333,19,212.526315789
140.115.51.75,0,0,0
140.115.51.78,0.00694444444444,23,37.2608695652
140.115.51.86,0.0104166666667,19,33.8947368421
140.115.51.87,0.0,31,2553.48387097
140.115.51.93,0,0,0
140.115.51.94,0.0,1,1855.0
140.115.52.108,0,0,0
140.115.52.112,0.0,18,150.777777778
140.115.52.113,0,0,0
140.115.52.114,0.0,30,143.733333333
140.115.52.117,0,0,0
140.115.52.12,0,0,0
140.115.52.123,0.0104166666667,21,258.714285714
140.115.52.126,0.0,23,32.0
140.115.52.127,0.0367063492063,61,204.31147541
140.115.52.13,0.0,21,35.0476190476
140.115.52.15,0.00694444444444,29,2672.65517241
140.115.52.162,0.0,25,881.24
140.115.52.165,0.0,14,39.4285714286
140.115.52.176,0.0,1,1101.0
140.115.52.178,0.121527777778,18,1504.16666667
140.115.52.179,0.0,1,2971.0
140.115.52.180,0.0,16,83.4375
140.115.52.181,0.0,23,248.130434783
140.115.52.185,0,0,0
140.115.52.188,0.0,21,37.2380952381
140.115.52.19,0.0,18,38.3333333333
140.115.52.190,0.0,7,794.714285714
140.115.52.193,0.0,16,37.375
140.115.52.194,0.0,10,36.8
140.115.52.2,0.00416666666667,23,429.217391304
140.115.52.20,0.0,18,35.7777777778
140.115.52.21,0.0,21,32.8571428571
140.115.52.23,0.0,16,37.375
140.115.52.27,0.0,21,26.2857142857
140.115.52.3,0.0,20,36.8
140.115.52.31,0.0104166666667,21,2013.85714286
140.115.52.32,0,0,0
140.115.52.37,0.0,5,18.4
140.115.52.4,0,0,0
140.115.52.40,0,0,0
140.115.52.48,0.0,27,197.666666667
140.115.52.51,0,0,0
140.115.52.52,0.0,1,1862.0
140.115.52.6,0.0,21,32.8571428571
140.115.52.60,0.0,1,1690.0
140.115.52.74,0,0,0
140.115.52.78,0.0,19,43.5789473684
140.115.52.88,0,0,0
140.115.52.9,0.0,17,43.2941176471
140.115.52.95,0.0,21,35.0476190476
140.115.53.100,0,0,0
140.115.53.104,0.0,15,33.7333333333
140.115.53.107,0.0,14,42.7142857143
140.115.53.108,0,0,0
140.115.53.109,0.0,16,40.25
140.115.53.111,0.0,17,28.2941176471
140.115.53.113,0.0,17,35.2941176471
140.115.53.114,0.0,18,33.2222222222
140.115.53.115,0,0,0
140.115.53.117,0.0,19,44.4210526316
140.115.53.120,0.00694444444444,18,33.2222222222
140.115.53.121,0.0,25,31.28
140.115.53.130,0,0,0
140.115.53.131,0,0,0
140.115.53.132,0,0,0
140.115.53.135,0.0104166666667,30,265.8
140.115.53.137,0.0,14,39.4285714286
140.115.53.138,0,0,0
140.115.53.141,0,0,0
140.115.53.142,0.0,14,42.7142857143
140.115.53.154,0.0,18,35.7777777778
140.115.53.155,0.0104166666667,20,190.2
140.115.53.158,0.0,22,291.818181818
140.115.53.159,0,0,0
140.115.53.222,0,0,0
140.115.53.223,0,0,0
140.115.53.224,0,0,0
140.115.53.225,0.0,3,30.6666666667
140.115.53.226,0.0,16,40.25
140.115.53.230,0,0,0
140.115.53.236,0,0,0
140.115.53.45,0.0,23,41.4347826087
140.115.53.46,0.0,19,35.2105263158
140.115.53.47,0.0,18,30.6666666667
140.115.53.50,0.0,6,1317.33333333
140.115.53.59,0.0,7,468.142857143
140.115.53.64,0,0,0
140.115.53.65,0.046875,45,3547.77777778
140.115.53.66,0.0,20,34.5
140.115.53.67,0.0,15,36.8
140.115.53.68,0,0,0
140.115.53.80,0.0,5,542.4
140.115.53.85,0.03125,9,1920.55555556
140.115.53.90,0.0,18,40.8888888889
140.115.53.92,0.030753968254,40,31.05
140.115.53.94,0.0,8,46.0
140.115.53.95,0.0,19,36.3157894737
140.115.53.98,0.0,18,35.7777777778
140.115.53.99,0.0,16,37.375
