IP,THR,AC,PSS
140.115.50.33,0.0,27,37.4814814815
140.115.50.34,0.0,34,28.4117647059
140.115.50.35,0.0,34,32.4705882353
140.115.50.36,0.0,20,1324.25
140.115.50.37,0.00694444444444,21,2001.04761905
140.115.50.38,0.0,20,821.7
140.115.50.39,0.0,20,970.2
140.115.50.40,0.0,21,955.666666667
140.115.50.43,0.0,33,30.6666666667
140.115.50.44,0,0,0
140.115.50.48,0.0,45,451.266666667
140.115.50.49,0.0,17,1750.94117647
140.115.50.50,0.211458333333,68,556.838235294
140.115.50.51,0.0,33,27.8787878788
140.115.50.52,0.0,17,35.1764705882
140.115.50.56,0.0815972222222,57,6557.9122807
140.115.50.59,0.00288461538462,172,104.38372093
140.115.50.62,0.0,25,34.96
140.115.50.65,0.0,34,25.7058823529
140.115.50.71,0.0,16,94.25
140.115.50.74,0.0,28,32.8571428571
140.115.50.75,0.0625,25,357.88
140.115.50.83,0.0,34,32.4705882353
140.115.50.86,0.0,1,46.0
140.115.50.98,0.0,30,30.6666666667
140.115.50.99,0.18318452381,79,2297.06329114
140.115.51.10,0.0,14,313.285714286
140.115.51.100,0.00520833333333,59,1316.27118644
140.115.51.105,0.0,2,540.5
140.115.51.11,0.0173611111111,20,1349.6
140.115.51.111,0.0208333333333,48,90.5625
140.115.51.116,0.0416666666667,37,910.567567568
140.115.51.117,0.0,31,31.1612903226
140.115.51.118,0,0,0
140.115.51.119,0.0,1,46.0
140.115.51.128,0,0,0
140.115.51.134,0.0666666666667,53,23074.3698113
140.115.51.136,0.0145833333333,33,2614.84848485
140.115.51.141,0.0,16,36.25
140.115.51.142,0.0,29,33.3103448276
140.115.51.144,0,0,0
140.115.51.147,0.0,17,547.941176471
140.115.51.148,0.0,1,612.0
140.115.51.16,0.0,38,69.7105263158
140.115.51.167,0.0920138888889,83,124.060240964
140.115.51.17,0.0,1,2810.0
140.115.51.174,0.0,32,27.3125
140.115.51.175,0.0,16,1397.0625
140.115.51.176,0.0,15,1329.73333333
140.115.51.181,0.0,1,5087.0
140.115.51.191,0.0,50,315.28
140.115.51.196,0,0,0
140.115.51.197,0.0,23,40.0
140.115.51.198,0.0104166666667,63,262.047619048
140.115.51.2,0,0,0
140.115.51.200,0.00694444444444,40,2468.35
140.115.51.210,0.0,20,1353.7
140.115.51.214,0.0732638888889,63,218.063492063
140.115.51.215,0.0256944444444,34,324.5
140.115.51.216,0.0328373015873,57,2003.59649123
140.115.51.220,0,0,0
140.115.51.222,0.0104166666667,34,132.029411765
140.115.51.224,0.0,30,35.2666666667
140.115.51.232,0.0829861111111,85,275.811764706
140.115.51.233,0.0,28,36.1428571429
140.115.51.234,0,0,0
140.115.51.235,0.0,39,27.1282051282
140.115.51.238,0.0,30,30.6666666667
140.115.51.249,0.0,27,37.4814814815
140.115.51.26,0.00694444444444,29,33.3103448276
140.115.51.27,0.0104166666667,17,503.294117647
140.115.51.3,0,0,0
140.115.51.30,0.0,30,38.3333333333
140.115.51.32,0.00520833333333,57,196.912280702
140.115.51.34,0.0,31,35.6129032258
140.115.51.35,0.0,15,33.7333333333
140.115.51.38,0.0,33,32.0606060606
140.115.51.41,0.0,21,43.8095238095
140.115.51.51,0,0,0
140.115.51.61,0,0,0
140.115.51.66,0.0,15,621.0
140.115.51.71,0.0,41,162.56097561
140.115.51.75,0.0,1,4646.0
140.115.51.78,0.0,32,33.0625
140.115.51.86,0.0,28,39.4285714286
140.115.51.87,0.0347222222222,50,1922.22
140.115.51.93,0,0,0
140.115.51.94,0.0,1,1827.0
140.115.52.108,0,0,0
140.115.52.112,0.0,2,1928.0
140.115.52.113,0.00694444444444,18,151.722222222
140.115.52.114,0.0179398148148,52,407.326923077
140.115.52.117,0.0138552215758,78,62.9487179487
140.115.52.12,0.0,1,46.0
140.115.52.123,0.0,44,257.681818182
140.115.52.126,0.0,33,27.8787878788
140.115.52.127,0.0615740740741,93,191.956989247
140.115.52.13,0.0,28,37.7857142857
140.115.52.15,0.00520833333333,53,1937.45283019
140.115.52.162,0.0121527777778,47,575.021276596
140.115.52.165,0.0,29,39.6551724138
140.115.52.176,0,0,0
140.115.52.178,0.0885416666667,26,913.115384615
140.115.52.179,0,0,0
140.115.52.180,0.0,38,71.7894736842
140.115.52.181,0.0104166666667,29,269.413793103
140.115.52.185,0.0,1,956.0
140.115.52.188,0.0,29,36.4827586207
140.115.52.19,0.0,38,26.6315789474
140.115.52.190,0.00173611111111,98,86.612244898
140.115.52.193,0.0,27,37.4814814815
140.115.52.194,0.0,21,28.4761904762
140.115.52.2,0.0,41,791.512195122
140.115.52.20,0.0,34,31.1176470588
140.115.52.21,0.0,36,21.7222222222
140.115.52.23,0.0,21,26.2857142857
140.115.52.27,0.0,34,25.7058823529
140.115.52.3,0.0,34,27.0588235294
140.115.52.31,0.0277777777778,35,1615.62857143
140.115.52.32,0.0,1,46.0
140.115.52.37,0.0,3,46.0
140.115.52.4,0,0,0
140.115.52.40,0,0,0
140.115.52.48,0.0,42,152.571428571
140.115.52.51,0.0,1,46.0
140.115.52.52,0,0,0
140.115.52.6,0.0,37,36.0540540541
140.115.52.60,0,0,0
140.115.52.74,0.0208333333333,47,82.4468085106
140.115.52.78,0.0,26,38.9230769231
140.115.52.88,0,0,0
140.115.52.9,0.0,32,35.9375
140.115.52.95,0.0,28,31.2142857143
140.115.53.100,0,0,0
140.115.53.104,0.0104166666667,36,26.8333333333
140.115.53.107,0.0,31,32.6451612903
140.115.53.108,0.0222222222222,35,262.657142857
140.115.53.109,0.00694444444444,26,26.5384615385
140.115.53.111,0.0,32,33.0625
140.115.53.113,0.0,28,33.9285714286
140.115.53.114,0.0,30,32.2
140.115.53.115,0.0,2,92.0
140.115.53.117,0.0,34,32.1764705882
140.115.53.120,0.0,34,32.4705882353
140.115.53.121,0.0,30,30.6666666667
140.115.53.130,0,0,0
140.115.53.131,0.0,1,76.0
140.115.53.132,0.0,1,98.0
140.115.53.135,0.0243055555556,43,191.860465116
140.115.53.137,0,0,0
140.115.53.138,0,0,0
140.115.53.141,0,0,0
140.115.53.142,0.0,36,28.1111111111
140.115.53.154,0.0,29,31.724137931
140.115.53.155,0.0,33,334.575757576
140.115.53.158,0.0104166666667,31,284.419354839
140.115.53.159,0,0,0
140.115.53.222,0.0,1,46.0
140.115.53.223,0.0,1,46.0
140.115.53.224,0,0,0
140.115.53.225,0.0,14,32.8571428571
140.115.53.226,0.0,13,31.8461538462
140.115.53.230,0.0,1,1940.0
140.115.53.236,0.0,1,46.0
140.115.53.45,0.0,23,30.0
140.115.53.46,0.0,30,27.6
140.115.53.47,0.0,28,32.8571428571
140.115.53.50,0.0208333333333,16,405.0625
140.115.53.59,0.0,15,312.466666667
140.115.53.64,0.0,1,46.0
140.115.53.65,0.0121527777778,58,1701.06896552
140.115.53.66,0.0,35,27.6
140.115.53.67,0.0,33,29.2727272727
140.115.53.68,0.0,1,46.0
140.115.53.80,0.0,18,412.833333333
140.115.53.85,0.0,16,891.8125
140.115.53.90,0.0,34,32.4705882353
140.115.53.92,0.0,52,24.7692307692
140.115.53.94,0,0,0
140.115.53.95,0.0,26,33.6153846154
140.115.53.98,0.0,34,31.1176470588
140.115.53.99,0.0,31,32.6451612903
