140.115.135.1,0.00347222222222,81,34.0740740741
140.115.135.105,0.00347222222222,66,35.5454545455
140.115.135.111,0.0,78,744.064102564
140.115.135.115,0.0,64,29002.609375
140.115.135.121,0.0,77,369.350649351
140.115.135.127,0.00462962962963,68,32.4705882353
140.115.135.128,0.0,64,35.21875
140.115.135.129,0.0,69,35.3333333333
140.115.135.130,0.00462962962963,66,35.5454545455
140.115.135.132,0.00694444444444,23,1430.26086957
140.115.135.135,0.0,25,636.48
140.115.135.149,0.0138888888889,23,1131.95652174
140.115.135.151,0.0,6,1010.5
140.115.135.152,0.0,1,959.0
140.115.135.153,0.00347222222222,67,9215.85074627
140.115.135.156,0.0,2,597.5
140.115.135.18,0.00694444444444,68,283.852941176
140.115.135.180,0.00694444444444,96,231.0625
140.115.135.205,0.0,66,280.833333333
140.115.135.23,0.0,66,36.2424242424
140.115.135.230,0.0138888888889,43,38.511627907
140.115.135.231,0.0,44,40.7727272727
140.115.135.233,0.00462962962963,70,38.1142857143
140.115.135.235,0.0277777777778,74,236.918918919
140.115.135.24,0.0,1,2795.0
140.115.135.240,0.0347222222222,53,111521.54717
140.115.135.245,0.0347222222222,72,374.402777778
140.115.135.246,0.00694444444444,24,941.958333333
140.115.135.25,0.0,62,210.0
140.115.135.253,0.0138888888889,73,180.589041096
140.115.135.27,0.0,19,582.631578947
140.115.135.30,0.00925925925926,90,588.022222222
140.115.135.31,0.0,8,40.25
140.115.135.36,0.0,2,872.5
140.115.135.4,0.0,43,38.511627907
140.115.135.42,0.0,65,36.8
140.115.135.45,0.0,9,46.0
140.115.135.51,0.0,10,32.2
140.115.135.56,0.0,12,30.6666666667
140.115.135.6,0.0,47,36.2127659574
140.115.135.62,0,0,0
140.115.135.75,0.793354870438,676,155754.915385
140.115.135.82,0,0,0
140.115.135.84,0.122145061728,257,75079.5330739
140.115.135.86,0.00694444444444,68,34.5
140.115.50.100,0.0115740740741,73,622.452054795
140.115.50.101,0.0,6,38.3333333333
140.115.50.11,0.0,64,40.96875
140.115.50.110,0.0185185185185,50,174.94
140.115.50.12,0.0,21,3001.61904762
140.115.50.136,0,0,0
140.115.50.139,0.00694444444444,59,35.8644067797
140.115.50.14,0.431304600752,1122,32216.4427807
140.115.50.143,0.0,64,36.65625
140.115.50.153,0.00462962962963,93,179.559139785
140.115.50.164,0,0,0
140.115.50.167,0.331150793651,259,23912.7799228
140.115.50.172,0.0,2,309.5
140.115.50.18,0.00462962962963,63,35.7777777778
140.115.50.186,0.0,2,314.5
140.115.50.187,0.986111111111,71,5508.0
140.115.50.19,0.0,67,36.3880597015
140.115.50.21,0.196759259259,109,21.9449541284
140.115.50.210,0.156612097482,6162,17668.0471925
140.115.50.212,0.0185185185185,62,224.35483871
140.115.50.213,0.0439814814815,72,271.319444444
140.115.50.216,0.0,12,235.0
140.115.50.217,0.0322114345665,125,93524.0128
140.115.50.219,0.0,19,53.2631578947
140.115.50.22,0.0,73,37.1780821918
140.115.50.221,0.0,59,199.525423729
140.115.50.222,0.0138888888889,69,195.333333333
140.115.50.223,0.0347222222222,72,254.041666667
140.115.50.23,0.0277777777778,65,35.3846153846
140.115.50.234,0.0,24,220.25
140.115.50.24,0.555825617284,322,54499.178882
140.115.50.249,0.0,61,37.7049180328
140.115.50.28,0.0,61,38.4590163934
140.115.50.30,0.0,25,47.84
140.115.50.31,0.0138888888889,72,37.6944444444
140.115.50.32,0.0,23,692.826086957
140.115.50.33,0.0,64,34.5
140.115.50.34,0.0,67,39.8208955224
140.115.50.35,0.0,60,36.8
140.115.50.36,0.00694444444444,34,1322.20588235
140.115.50.37,0.0185185185185,37,1782.56756757
140.115.50.38,0.0,33,1321.48484848
140.115.50.39,0.00694444444444,22,1724.63636364
140.115.50.40,0.0138888888889,34,1251.79411765
140.115.50.43,0.0,62,41.5483870968
140.115.50.44,0,0,0
140.115.50.48,0.00462962962963,73,492.506849315
140.115.50.49,0.00462962962963,32,2386.0625
140.115.50.50,0.618287037037,174,256.816091954
140.115.50.51,0.0,63,36.5079365079
140.115.50.52,0.0,19,55.6842105263
140.115.50.56,0.16087962963,95,3857.57894737
140.115.50.59,0.0138888888889,117,75.6923076923
140.115.50.62,0.0,59,38.2033898305
140.115.50.65,0.0,64,38.09375
140.115.50.71,0.0,17,94.4705882353
140.115.50.74,0.00462962962963,62,37.0967741935
140.115.50.75,0.0555555555556,26,468.923076923
140.115.50.83,0.00694444444444,62,39.3225806452
140.115.50.86,0,0,0
140.115.50.98,0.0,66,34.8484848485
140.115.50.99,0.523611111111,173,3218.54913295
140.115.51.10,0.0,13,695.461538462
140.115.51.100,0.0277777777778,88,1974.56818182
140.115.51.105,0.0,3,1591.66666667
140.115.51.11,0.0,20,1624.95
140.115.51.111,0.0,109,113.247706422
140.115.51.116,0.0138888888889,87,1295.90804598
140.115.51.117,0.00694444444444,67,39.1641791045
140.115.51.118,0,0,0
140.115.51.119,0,0,0
140.115.51.128,0,0,0
140.115.51.134,0.183101851852,142,10056.0676056
140.115.51.136,0.108564814815,114,2792.40350877
140.115.51.141,0.0,20,62.9
140.115.51.142,0.0,62,34.8709677419
140.115.51.144,0,0,0
