IP,THR,AC,PSS
140.115.51.38,0.0,34,32.4705882353
140.115.51.41,0.0,20,52.9
140.115.51.51,0.0,1,256.0
140.115.51.61,0.0,1,965.0
140.115.51.66,0.0,22,720.954545455
140.115.51.71,0,0,0
140.115.51.75,0,0,0
140.115.51.78,0.0,33,37.2424242424
140.115.51.86,0,0,0
140.115.51.87,0.0104166666667,40,1467.45
140.115.51.93,0.0,1,930.0
140.115.51.94,0,0,0
140.115.52.108,0.00694444444444,64,57.4375
140.115.52.112,0.0,2,749.5
140.115.52.113,0.0247395833333,45,113.133333333
140.115.52.114,0.0650297619048,66,146.151515152
140.115.52.117,0.0364583333333,18,590.666666667
140.115.52.12,0.0,2,409.5
140.115.52.123,0.0,41,547.707317073
140.115.52.126,0.0,28,31.2142857143
140.115.52.127,0.109514270452,117,453.709401709
140.115.52.13,0.0,24,38.3333333333
140.115.52.15,0.00520833333333,42,1304.30952381
140.115.52.162,0.0,38,725.263157895
140.115.52.165,0.00694444444444,32,40.25
140.115.52.176,0.0,1,1594.0
140.115.52.178,0.0416666666667,24,994.958333333
140.115.52.179,0,0,0
140.115.52.180,0.0,37,114.135135135
140.115.52.181,0.00694444444444,24,181.708333333
140.115.52.185,0.0,1,1427.0
140.115.52.188,0.0,32,37.375
140.115.52.19,0.0208333333333,33,34.8484848485
140.115.52.190,0.00173611111111,137,169.372262774
140.115.52.193,0.0,28,39.4285714286
140.115.52.194,0.0,16,34.5
140.115.52.2,0.0,30,567.8
140.115.52.20,0.0208333333333,28,42.7142857143
140.115.52.21,0.0104166666667,33,34.8484848485
140.115.52.23,0.0,25,34.96
140.115.52.27,0.0,32,33.0625
140.115.52.3,0.0,28,32.8571428571
140.115.52.31,0.0208333333333,22,1600.45454545
140.115.52.32,0.0,1,46.0
140.115.52.37,0.0,1,46.0
140.115.52.4,0.0,1,1773.0
140.115.52.40,0,0,0
140.115.52.48,0.0173611111111,36,136.694444444
140.115.52.51,0.0,1,46.0
140.115.52.52,0,0,0
140.115.52.6,0.0,34,29.7647058824
140.115.52.60,0.0,1,1224.0
140.115.52.74,0.00533933545965,125,55.448
140.115.52.78,0.0,8,46.0
140.115.52.88,0.0,1,465.0
140.115.52.9,0.0208333333333,29,42.8275862069
140.115.52.95,0.0,37,29.8378378378
140.115.53.100,0.0,1,62.0
140.115.53.104,0.0,34,29.7647058824
140.115.53.107,0.0,31,38.5806451613
140.115.53.108,0.0,1,298.0
140.115.53.109,0.0,31,25.2258064516
140.115.53.111,0.0,31,35.6129032258
140.115.53.113,0.0,32,37.5
140.115.53.114,0.0,28,34.5
140.115.53.115,0.0,27,34.0740740741
140.115.53.117,0.0,30,26.0666666667
140.115.53.120,0.0,6,53.6666666667
140.115.53.121,0.0,24,36.4166666667
140.115.53.130,0,0,0
140.115.53.131,0,0,0
140.115.53.132,0,0,0
140.115.53.135,0.0,35,165.628571429
140.115.53.137,0.0,6,53.6666666667
140.115.53.138,0,0,0
140.115.53.141,0,0,0
140.115.53.142,0.0,29,25.3793103448
140.115.53.154,0.0,31,29.6774193548
140.115.53.155,0.0,34,302.970588235
140.115.53.158,0.0,25,258.76
140.115.53.159,0,0,0
140.115.53.222,0,0,0
140.115.53.223,0,0,0
140.115.53.224,0.0,12,26.8333333333
140.115.53.225,0.0,9,56.2222222222
140.115.53.226,0.0,31,32.6451612903
140.115.53.230,0,0,0
140.115.53.236,0,0,0
140.115.53.45,0.0,32,34.5
140.115.53.46,0.0,29,31.724137931
140.115.53.47,0.0,29,33.3103448276
140.115.53.50,0.0208333333333,18,974.277777778
140.115.53.59,0.107638888889,27,50517.9851852
140.115.53.64,0.0,1,46.0
140.115.53.65,0.0656746031746,69,1615.47826087
140.115.53.66,0.0,26,35.3846153846
140.115.53.67,0.0,27,30.6666666667
140.115.53.68,0.0,1,46.0
140.115.53.80,0.0,18,473.611111111
140.115.53.85,0.00694444444444,19,1446.21052632
140.115.53.90,0.0,29,34.8965517241
140.115.53.92,0.0173611111111,37,32.3243243243
140.115.53.94,0.0,28,32.8571428571
140.115.53.95,0.0208333333333,29,33.3103448276
140.115.53.98,0.0,26,35.3846153846
140.115.53.99,0.0,31,28.1935483871
