140.115.135.1,0.0,100,29.44
140.115.135.105,0.00347222222222,78,34.7948717949
140.115.135.111,0.00694444444444,96,943.5625
140.115.135.115,0.0104166666667,72,26548.8611111
140.115.135.121,0.0428240740741,111,235.207207207
140.115.135.127,0.00462962962963,79,32.6075949367
140.115.135.128,0.0,70,34.8285714286
140.115.135.129,0.0,75,33.7333333333
140.115.135.130,0.00462962962963,70,35.4857142857
140.115.135.132,0.0138888888889,36,1161.47222222
140.115.135.135,0.0138888888889,35,534.257142857
140.115.135.149,0.0173611111111,40,1047.775
140.115.135.151,0.0,10,1165.5
140.115.135.152,0.0,1,959.0
140.115.135.153,0.0173611111111,77,8233.23376623
140.115.135.156,0.0,1,1130.0
140.115.135.18,0.00347222222222,84,468.214285714
140.115.135.180,0.0208333333333,114,268.561403509
140.115.135.205,0.0,87,288.770114943
140.115.135.23,0.0,71,31.0985915493
140.115.135.230,0.0,48,39.2916666667
140.115.135.231,0.0,48,42.1666666667
140.115.135.233,0.00462962962963,85,31.3882352941
140.115.135.235,0.0138888888889,89,248.988764045
140.115.135.24,0,0,0
140.115.135.240,0.00462962962963,59,100242.830508
140.115.135.245,0.0277777777778,91,429.0
140.115.135.246,0.0,30,938.366666667
140.115.135.25,0.0,78,170.628205128
140.115.135.253,0.0,85,218.447058824
140.115.135.27,0.0138888888889,30,1507.16666667
140.115.135.30,0.00925925925926,99,588.727272727
140.115.135.31,0.0,17,43.2941176471
140.115.135.36,0.0,2,411.5
140.115.135.4,0.0,49,38.4897959184
140.115.135.42,0.0,71,34.985915493
140.115.135.45,0.0,8,57.5
140.115.135.51,0,0,0
140.115.135.56,0.0,12,34.5
140.115.135.6,0.0,50,36.8
140.115.135.62,0.0,1,62.0
140.115.135.75,0.797785933203,667,160354.843178
140.115.135.82,0,0,0
140.115.135.84,0.153543871252,269,65239.9806691
140.115.135.86,0.00694444444444,70,35.4857142857
140.115.50.100,0.0162037037037,99,658.111111111
140.115.50.101,0.0,4,34.5
140.115.50.11,0.0,73,35.9178082192
140.115.50.110,0.00462962962963,67,163.298507463
140.115.50.12,0.0,36,2758.61111111
140.115.50.136,0,0,0
140.115.50.139,0.00694444444444,73,34.0273972603
140.115.50.14,0.431826046004,1140,51902.7922807
140.115.50.143,0.0,70,34.1714285714
140.115.50.153,0.0,96,173.458333333
140.115.50.164,0.0,2,144.0
140.115.50.167,0.291583994709,250,22459.544
140.115.50.172,0,0,0
140.115.50.18,0.00462962962963,79,27.3670886076
140.115.50.186,0.00277777777778,16,97.1875
140.115.50.187,0.986111111111,71,5508.0
140.115.50.19,0.0,75,31.8933333333
140.115.50.21,0.19212962963,120,21.4666666667
140.115.50.210,0.162288075552,6247,14526.7292781
140.115.50.212,0.0497685185185,76,224.881578947
140.115.50.213,0.0694444444444,94,329.914893617
140.115.50.216,0.0,14,167.214285714
140.115.50.217,0.0,4,393.0
140.115.50.219,0.0,29,47.5862068966
140.115.50.22,0.00694444444444,84,35.5952380952
140.115.50.221,0.0,57,196.701754386
140.115.50.222,0.0,86,206.302325581
140.115.50.223,0.0,87,303.264367816
140.115.50.23,0.0138888888889,75,32.5066666667
140.115.50.234,0.0138888888889,36,907.888888889
140.115.50.24,0.497773368607,321,100838.18567
140.115.50.249,0.0,69,38.0
140.115.50.28,0.0,74,34.1891891892
140.115.50.30,0.0,27,47.7037037037
140.115.50.31,0.0138888888889,75,37.4133333333
140.115.50.32,0.0,33,671.484848485
140.115.50.33,0.0,67,35.7014925373
140.115.50.34,0.0,76,33.2894736842
140.115.50.35,0.0,72,35.1388888889
