140.115.135.1,0.00810185185185,98,33.7959183673
140.115.135.105,0.00347222222222,80,33.925
140.115.135.111,0.00925925925926,104,654.192307692
140.115.135.115,0.0,68,6988.98529412
140.115.135.121,0.0,101,488.623762376
140.115.135.127,0.00462962962963,80,30.475
140.115.135.128,0.0,75,34.96
140.115.135.129,0.0,76,34.5
140.115.135.130,0.00462962962963,75,34.96
140.115.135.132,0.0243055555556,46,1025.82608696
140.115.135.135,0.0,36,669.111111111
140.115.135.149,0.0416666666667,16,789.0
140.115.135.151,0.0138888888889,12,16691.75
140.115.135.152,0.0,3,1988.66666667
140.115.135.153,0.0138888888889,62,4110.80645161
140.115.135.156,0.0,2,597.5
140.115.135.18,0.0150462962963,89,562.584269663
140.115.135.180,0.00925925925926,107,169.728971963
140.115.135.205,0.00347222222222,85,323.141176471
140.115.135.23,0.0,80,36.8
140.115.135.230,0.0138888888889,51,38.7843137255
140.115.135.231,0.0,49,41.306122449
140.115.135.233,0.0,76,38.1315789474
140.115.135.235,0.0277777777778,95,255.978947368
140.115.135.24,0.0,1,2795.0
140.115.135.240,0.0347222222222,67,88550.2537313
140.115.135.245,0.0277777777778,84,498.976190476
140.115.135.246,0.0138888888889,42,1245.42857143
140.115.135.25,0.0,77,197.779220779
140.115.135.253,0.0173611111111,88,228.670454545
140.115.135.27,0.00462962962963,34,687.705882353
140.115.135.30,0.00925925925926,108,662.25
140.115.135.31,0.0,16,31.625
140.115.135.36,0.0,4,1577.75
140.115.135.4,0.0,47,42.085106383
140.115.135.42,0.00694444444444,80,36.8
140.115.135.45,0.0,18,35.7777777778
140.115.135.51,0.00462962962963,38,35.1052631579
140.115.135.56,0.0,29,30.1379310345
140.115.135.6,0.0,50,40.48
140.115.135.62,0,0,0
140.115.135.75,0.7633837613,704,181510.65
140.115.135.82,0,0,0
140.115.135.84,0.120987654321,258,70668.1782946
140.115.135.86,0.00462962962963,78,35.9743589744
140.115.50.100,0.00694444444444,87,629.643678161
140.115.50.101,0.0,18,35.7777777778
140.115.50.11,0.0,75,40.48
140.115.50.110,0.0138888888889,55,176.781818182
140.115.50.12,0.0185185185185,31,2799.38709677
140.115.50.136,0.00347222222222,7,3130748.34286
140.115.50.139,0.0138888888889,70,37.4571428571
140.115.50.14,0.422291797079,1103,55060.7231188
140.115.50.143,0.0,74,34.8108108108
140.115.50.153,0.00462962962963,117,155.042735043
140.115.50.164,0.0,1,908.0
140.115.50.167,0.303621031746,292,23903.3321918
140.115.50.172,0.0138888888889,14,644.857142857
140.115.50.18,0.0,69,36.0
140.115.50.186,0.0,8,192.375
140.115.50.187,0.986111111111,71,5507.94366197
140.115.50.19,0.0,73,35.2876712329
140.115.50.21,0.209490740741,123,23.1869918699
140.115.50.210,0.140032404208,6113,18171.9429086
140.115.50.212,0.00694444444444,62,224.403225806
140.115.50.213,0.0208333333333,87,261.298850575
